playerKey,fantacalcioId,playerName,classicRole,mantraRoles,realTeamOriginal,statusCode,quotationCurrent,fvm,fantasyRoster,fbrefId,fbrefName,fbrefUrl,fbrefSearchQuery,fbrefSearchUrl,reviewBatch,reviewPriority,reviewScore,matchStatus,confidence,sourceVerifiedAt,mappedInRelease,notes
fc-2097,2097,Kean,A,Pc,Fiorentina,IN_LISTONE,16,40,Olympic Salerno  FC,3d50bcdb,Moise Kean,https://fbref.com/en/players/3d50bcdb/Moise-Kean,Kean Fiorentina fbref,https://fbref.com/en/search/search.fcgi?search=Kean%20Fiorentina%20fbref,batch-02,81,44,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato a Moise Kean, Fiorentina. Batch-02 verificato manualmente su FBref."
fc-505,505,Bonazzoli,A,A,Cremonese,IN_LISTONE,22,40,Prestige Worldwide,bf57eaab,Federico Bonazzoli,https://fbref.com/en/players/bf57eaab/Federico-Bonazzoli,Bonazzoli Cremonese fbref,https://fbref.com/en/search/search.fcgi?search=Bonazzoli%20Cremonese%20fbref,batch-01,35,53,confirmed,0.98,2026-06-05,V373,Batch-01 verificato manualmente su FBref; nome e club coerenti.
fc-5844,5844,Thorstvedt,C,C/T,Sassuolo,IN_LISTONE,15,40,Ac Milan,76ff8d0d,Kristian Thorstvedt,https://fbref.com/en/players/76ff8d0d/Kristian-Thorstvedt,Thorstvedt Sassuolo fbref,https://fbref.com/en/search/search.fcgi?search=Thorstvedt%20Sassuolo%20fbref,batch-02,67,46,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato a Kristian Thorstvedt, Sassuolo. Batch-02 verificato manualmente su FBref."
fc-2120,2120,Bastoni,D,Dc,Inter,IN_LISTONE,13,40,real mappine,75b86fb3,Alessandro Bastoni,https://fbref.com/en/players/75b86fb3/Alessandro-Bastoni,Bastoni Inter fbref,https://fbref.com/en/search/search.fcgi?search=Bastoni%20Inter%20fbref,batch-02,88,42,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato ad Alessandro Bastoni, Inter. Batch-02 verificato manualmente su FBref."
fc-5589,5589,Konè M.,C,M/C,Roma,IN_LISTONE,13,39,Olympic Salerno  FC,86574238,Manu Koné,https://fbref.com/en/players/86574238/Manu-Kone,Konè M Roma fbref,https://fbref.com/en/search/search.fcgi?search=Kon%C3%A8%20M%20Roma%20fbref,batch-02,87,43,confirmed,0.98,2026-06-05,V374,"Nome listone Konè M.: associato a Manu Koné, Roma. Batch-02 verificato manualmente su FBref."
fc-4923,4923,Colombo,A,Pc,Genoa,IN_LISTONE,14,37,FC DueFratelli2005,04df29a5,Lorenzo Colombo,https://fbref.com/en/players/04df29a5/Lorenzo-Colombo,Colombo Genoa fbref,https://fbref.com/en/search/search.fcgi?search=Colombo%20Genoa%20fbref,batch-02,52,48,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato a Lorenzo Colombo, Genoa. Batch-02 verificato manualmente su FBref."
fc-4371,4371,Raspadori,A,A,Atalanta,IN_LISTONE,15,37,Real Pisistrius,,,,Raspadori Atalanta fbref,https://fbref.com/en/search/search.fcgi?search=Raspadori%20Atalanta%20fbref,batch-04,151,37,needs-review,,,,
fc-2832,2832,Boga,A,W/A,Juventus,IN_LISTONE,11,37,Afc Severgas Baronissi,,,,Boga Juventus fbref,https://fbref.com/en/search/search.fcgi?search=Boga%20Juventus%20fbref,batch-04,192,33,needs-review,,,,
fc-2170,2170,Milinkovic-Savic V.,P,Por,Napoli,IN_LISTONE,17,37,Beetlejuice,9fa26bc2,Vanja Milinković-Savić,https://fbref.com/en/players/9fa26bc2/Vanja-Milinkovic-Savic,Milinkovic-Savic V Napoli fbref,https://fbref.com/en/search/search.fcgi?search=Milinkovic-Savic%20V%20Napoli%20fbref,batch-02,64,46,confirmed,0.98,2026-06-05,V374,"Nome listone Milinkovic-Savic V.: associato a Vanja Milinković-Savić, Napoli. Batch-02 verificato manualmente su FBref."
fc-4892,4892,Saelemaekers,C,E/W,Milan,IN_LISTONE,15,36,As Paperopoli,ee251371,Alexis Saelemaekers,https://fbref.com/en/players/ee251371/Alexis-Saelemaekers,Saelemaekers Milan fbref,https://fbref.com/en/search/search.fcgi?search=Saelemaekers%20Milan%20fbref,batch-02,54,48,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato a Alexis Saelemaekers, Milan. Batch-02 verificato manualmente su FBref."
fc-6398,6398,Isaksen,C,W/A,Lazio,IN_LISTONE,16,35,FC DueFratelli2005,5715bb71,Gustav Isaksen,https://fbref.com/en/players/5715bb71/Gustav-Isaksen,Isaksen Lazio fbref,https://fbref.com/en/search/search.fcgi?search=Isaksen%20Lazio%20fbref,batch-02,80,44,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato a Gustav Isaksen, Lazio. Batch-02 verificato manualmente su FBref."
fc-5800,5800,Gudmundsson A.,C,T/A,Fiorentina,IN_LISTONE,13,35,Ac Milan,b79858d5,Albert Guðmundsson,https://fbref.com/en/players/b79858d5/Albert-Gudmundsson,Gudmundsson A Fiorentina fbref,https://fbref.com/en/search/search.fcgi?search=Gudmundsson%20A%20Fiorentina%20fbref,batch-02,85,43,confirmed,0.98,2026-06-05,V374,"Nome listone Gudmundsson A.: associato ad Albert Guðmundsson, Fiorentina. Batch-02 verificato manualmente su FBref."
fc-4465,4465,Fagioli,C,C,Fiorentina,IN_LISTONE,11,35,FC DueFratelli2005,366be751,Nicolò Fagioli,https://fbref.com/en/players/366be751/Nicolo-Fagioli,Fagioli Fiorentina fbref,https://fbref.com/en/search/search.fcgi?search=Fagioli%20Fiorentina%20fbref,batch-02,95,42,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato a Nicolò Fagioli, Fiorentina. Batch-02 verificato manualmente su FBref."
fc-2134,2134,Falcone,P,Por,Lecce,IN_LISTONE,15,35,River Plaid,9f5a610b,Wladimiro Falcone,https://fbref.com/en/players/9f5a610b/Wladimiro-Falcone,Falcone Lecce fbref,https://fbref.com/en/search/search.fcgi?search=Falcone%20Lecce%20fbref,batch-02,53,48,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato a Wladimiro Falcone, Lecce. Batch-02 verificato manualmente su FBref."
fc-4427,4427,Malinovskyi,C,C/T,Genoa,IN_LISTONE,15,34,Real Pisistrius,48d5bd33,Ruslan Malinovskyi,https://fbref.com/en/players/48d5bd33/Ruslan-Malinovskyi,Malinovskyi Genoa fbref,https://fbref.com/en/search/search.fcgi?search=Malinovskyi%20Genoa%20fbref,batch-02,63,46,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato a Ruslan Malinovskyi, Genoa. Batch-02 verificato manualmente su FBref."
fc-7347,7347,Bowie,A,A,Verona,IN_LISTONE,10,33,,,,,Bowie Verona fbref,https://fbref.com/en/search/search.fcgi?search=Bowie%20Verona%20fbref,batch-07,311,21,needs-review,,,,
fc-184,184,Bernardeschi,C,W/A,Bologna,IN_LISTONE,13,33,Prestige Worldwide,,,,Bernardeschi Bologna fbref,https://fbref.com/en/search/search.fcgi?search=Bernardeschi%20Bologna%20fbref,batch-03,120,39,needs-review,,,,
fc-1852,1852,Spinazzola,D,Ds/E,Napoli,IN_LISTONE,16,33,Prestige Worldwide,3626daea,Leonardo Spinazzola,https://fbref.com/en/players/3626daea/Leonardo-Spinazzola,Spinazzola Napoli fbref,https://fbref.com/en/search/search.fcgi?search=Spinazzola%20Napoli%20fbref,batch-02,73,45,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato a Leonardo Spinazzola, Napoli. Batch-02 verificato manualmente su FBref."
fc-2499,2499,Vardy,A,Pc,Cremonese,IN_LISTONE,16,32,Ac Milan,45963054,Jamie Vardy,https://fbref.com/en/players/45963054/Jamie-Vardy,Vardy Cremonese fbref,https://fbref.com/en/search/search.fcgi?search=Vardy%20Cremonese%20fbref,batch-02,74,45,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato a Jamie Vardy, Cremonese. Batch-02 verificato manualmente su FBref."
fc-536,536,Politano,C,W,Napoli,IN_LISTONE,13,31,River Plaid,5e861944,Matteo Politano,https://fbref.com/en/players/5e861944/Matteo-Politano,Politano Napoli fbref,https://fbref.com/en/search/search.fcgi?search=Politano%20Napoli%20fbref,batch-02,83,44,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato a Matteo Politano, Napoli. Batch-02 verificato manualmente su FBref."
fc-6967,6967,Diao,A,W/A,Como,IN_LISTONE,12,30,Olympic Salerno  FC,,,,Diao Como fbref,https://fbref.com/en/search/search.fcgi?search=Diao%20Como%20fbref,batch-04,187,34,needs-review,,,,
fc-6572,6572,Castro S.,A,Pc,Bologna,IN_LISTONE,17,30,As Paperopoli,ee5565ae,Santiago Castro,https://fbref.com/en/players/ee5565ae/Santiago-Castro,Castro S Bologna fbref,https://fbref.com/en/search/search.fcgi?search=Castro%20S%20Bologna%20fbref,batch-01,50,49,confirmed,0.98,2026-06-05,V373,Batch-01 verificato manualmente su FBref; nome e club coerenti.
fc-5792,5792,Ederson D.S.,C,M/C,Atalanta,IN_LISTONE,13,30,Prestige Worldwide,a9202def,Éderson,https://fbref.com/en/players/a9202def/Ederson,Ederson D.S Atalanta fbref,https://fbref.com/en/search/search.fcgi?search=Ederson%20D.S%20Atalanta%20fbref,batch-02,94,42,confirmed,0.98,2026-06-05,V374,"Nome listone Ederson D.S.: associato a Éderson dos Santos, Atalanta. Batch-02 verificato manualmente su FBref."
fc-5885,5885,Dodò,D,E,Fiorentina,IN_LISTONE,10,30,Ac Milan,b5f7d10b,Dodô,https://fbref.com/en/players/b5f7d10b/Dodo,Dodò Fiorentina fbref,https://fbref.com/en/search/search.fcgi?search=Dod%C3%B2%20Fiorentina%20fbref,batch-02,93,42,confirmed,0.98,2026-06-05,V374,"Nome listone Dodo: associato a Dodô/Domilson Cordeiro dos Santos, Fiorentina. Batch-02 verificato manualmente su FBref."
fc-5876,5876,Di Gregorio,P,Por,Juventus,IN_LISTONE,15,30,Beetlejuice,4e0c8d66,Michele Di Gregorio,https://fbref.com/en/players/4e0c8d66/Michele-Di-Gregorio,Di Gregorio Juventus fbref,https://fbref.com/en/search/search.fcgi?search=Di%20Gregorio%20Juventus%20fbref,batch-02,79,44,confirmed,0.98,2026-06-05,V374,"Nome listone Di Gregorio: associato a Michele Di Gregorio, Juventus. Batch-02 verificato manualmente su FBref."
fc-5544,5544,David,A,Pc,Juventus,IN_LISTONE,13,28,real mappine,ce50fd99,Jonathan David,https://fbref.com/en/players/ce50fd99/Jonathan-David,David Juventus fbref,https://fbref.com/en/search/search.fcgi?search=David%20Juventus%20fbref,batch-02,92,42,confirmed,0.98,2026-06-05,V374,"Nome listone David: associato a Jonathan David, Juventus. Batch-02 verificato manualmente su FBref."
fc-2816,2816,Di Lorenzo,D,Dd/E,Napoli,IN_LISTONE,10,28,Afc Severgas Baronissi,,,,Di Lorenzo Napoli fbref,https://fbref.com/en/search/search.fcgi?search=Di%20Lorenzo%20Napoli%20fbref,batch-03,142,37,needs-review,,,,
fc-2521,2521,De Gea,P,Por,Fiorentina,IN_LISTONE,12,28,River Plaid,7ba6d84e,David de Gea,https://fbref.com/en/players/7ba6d84e/David-de-Gea,De Gea Fiorentina fbref,https://fbref.com/en/search/search.fcgi?search=De%20Gea%20Fiorentina%20fbref,batch-02,71,45,confirmed,0.98,2026-06-05,V374,"Nome listone De Gea: associato a David de Gea, Fiorentina. Batch-02 verificato manualmente su FBref."
fc-7129,7129,Rodriguez Je.,A,W/A,Como,IN_LISTONE,15,27,Afc Severgas Baronissi,f9f74e43,Jesus Rodríguez,https://fbref.com/en/players/f9f74e43/Jesus-Rodriguez,Rodriguez Je Como fbref,https://fbref.com/en/search/search.fcgi?search=Rodriguez%20Je%20Como%20fbref,batch-02,97,42,confirmed,0.98,2026-06-05,V374,"Nome listone Rodriguez Je.: associato a Jesus Rodríguez, Como; omonimi controllati. Batch-02 verificato manualmente su FBref."
fc-6766,6766,Kelly L.,D,Ds/Dc,Juventus,IN_LISTONE,11,27,real mappine,f31def1e,Lloyd Kelly,https://fbref.com/en/players/f31def1e/Lloyd-Kelly,Kelly L Juventus fbref,https://fbref.com/en/search/search.fcgi?search=Kelly%20L%20Juventus%20fbref,batch-02,96,42,confirmed,0.98,2026-06-05,V374,"Nome listone Kelly L.: associato a Lloyd Kelly, Juventus. Batch-02 verificato manualmente su FBref."
fc-779,779,Cristante,C,M/C,Roma,IN_LISTONE,13,26,Afc Severgas Baronissi,16657b95,Bryan Cristante,https://fbref.com/en/players/16657b95/Bryan-Cristante,Cristante Roma fbref,https://fbref.com/en/search/search.fcgi?search=Cristante%20Roma%20fbref,batch-02,70,45,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato a Bryan Cristante, Roma. Batch-02 verificato manualmente su FBref."
fc-5514,5514,Vasquez,D,Ds/Dc,Genoa,IN_LISTONE,11,26,River Plaid,5eaed77a,Johan Vásquez,https://fbref.com/en/players/5eaed77a/Johan-Vasquez,Vasquez Genoa fbref,https://fbref.com/en/search/search.fcgi?search=Vasquez%20Genoa%20fbref,batch-02,98,42,confirmed,0.98,2026-06-05,V374,"Nome listone Vasquez: associato a Johan Vásquez, Genoa. Batch-02 verificato manualmente su FBref."
fc-5455,5455,Moreo,A,A,Pisa,IN_LISTONE,16,25,Ac Milan,7c52943c,Stefano Moreo,https://fbref.com/en/players/7c52943c/Stefano-Moreo,Moreo Pisa fbref,https://fbref.com/en/search/search.fcgi?search=Moreo%20Pisa%20fbref,batch-02,59,47,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato a Stefano Moreo, Pisa. Batch-02 verificato manualmente su FBref."
fc-5674,5674,Basic,C,C,Lazio,IN_LISTONE,11,25,Beetlejuice,,,,Basic Lazio fbref,https://fbref.com/en/search/search.fcgi?search=Basic%20Lazio%20fbref,batch-04,157,36,needs-review,,,,
fc-632,632,Zaccagni,C,W/A,Lazio,IN_LISTONE,13,25,Ac Milan,,,,Zaccagni Lazio fbref,https://fbref.com/en/search/search.fcgi?search=Zaccagni%20Lazio%20fbref,batch-03,133,39,needs-review,,,,
fc-6989,6989,Tiago Gabriel,D,Dc,Lecce,IN_LISTONE,10,25,Beetlejuice,,,,Tiago Gabriel Lecce fbref,https://fbref.com/en/search/search.fcgi?search=Tiago%20Gabriel%20Lecce%20fbref,batch-03,108,41,needs-review,,,,
fc-4807,4807,Hermoso,D,Dc,Roma,IN_LISTONE,13,25,real mappine,,,,Hermoso Roma fbref,https://fbref.com/en/search/search.fcgi?search=Hermoso%20Roma%20fbref,batch-03,113,40,needs-review,,,,
fc-4734,4734,Miranda J.,D,Ds/E,Bologna,IN_LISTONE,10,25,As Paperopoli,,,,Miranda J Bologna fbref,https://fbref.com/en/search/search.fcgi?search=Miranda%20J%20Bologna%20fbref,batch-03,129,39,needs-review,,,,
fc-6556,6556,Noslin,A,A,Lazio,IN_LISTONE,14,24,As Paperopoli,,,,Noslin Lazio fbref,https://fbref.com/en/search/search.fcgi?search=Noslin%20Lazio%20fbref,batch-03,130,39,needs-review,,,,
fc-530,530,Pellegrini Lo.,C,C/T,Roma,IN_LISTONE,13,24,FC DueFratelli2005,,,,Pellegrini Lo Roma fbref,https://fbref.com/en/search/search.fcgi?search=Pellegrini%20Lo%20Roma%20fbref,batch-03,137,38,needs-review,,,,
fc-6646,6646,Adams C.,A,A,Torino,IN_LISTONE,16,23,Real Pisistrius,f2bf1b0f,Che Adams,https://fbref.com/en/players/f2bf1b0f/Che-Adams,Adams C Torino fbref,https://fbref.com/en/search/search.fcgi?search=Adams%20C%20Torino%20fbref,batch-02,69,45,confirmed,0.98,2026-06-05,V374,"Nome listone Adams C.: associato a Che Adams, Torino. Batch-02 verificato manualmente su FBref."
fc-6439,6439,Cheddira,A,Pc,Lecce,IN_LISTONE,11,23,,,,,Cheddira Lecce fbref,https://fbref.com/en/search/search.fcgi?search=Cheddira%20Lecce%20fbref,batch-06,263,26,needs-review,,,,
fc-6666,6666,Bernabè,C,C,Parma,IN_LISTONE,15,23,Olympic Salerno  FC,548672b4,Adrian Bernabe,https://fbref.com/en/players/548672b4/Adrian-Bernabe,Bernabè Parma fbref,https://fbref.com/en/search/search.fcgi?search=Bernab%C3%A8%20Parma%20fbref,batch-02,77,44,confirmed,0.98,2026-06-05,V374,"Nome listone Bernabè: associato ad Adrian Bernabe, Parma. Batch-02 verificato manualmente su FBref."
fc-5651,5651,Harrison,C,W,Fiorentina,IN_LISTONE,11,23,Ac Milan,,,,Harrison Fiorentina fbref,https://fbref.com/en/search/search.fcgi?search=Harrison%20Fiorentina%20fbref,batch-05,204,32,needs-review,,,,
fc-6869,6869,Ramon,D,Dc,Como,IN_LISTONE,10,23,River Plaid,,,,Ramon Como fbref,https://fbref.com/en/search/search.fcgi?search=Ramon%20Como%20fbref,batch-03,131,39,needs-review,,,,
fc-6001,6001,Banda,A,W/A,Lecce,IN_LISTONE,15,22,Beetlejuice,8a6de8c7,Lameck Banda,https://fbref.com/en/players/8a6de8c7/Lameck-Banda,Banda Lecce fbref,https://fbref.com/en/search/search.fcgi?search=Banda%20Lecce%20fbref,batch-02,76,44,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato a Lameck Banda, Lecce. Batch-02 verificato manualmente su FBref."
fc-6294,6294,Ndour,C,M/C,Fiorentina,IN_LISTONE,9,22,Prestige Worldwide,,,,Ndour Fiorentina fbref,https://fbref.com/en/search/search.fcgi?search=Ndour%20Fiorentina%20fbref,batch-03,148,37,needs-review,,,,
fc-22,22,De Roon,C,M/C,Atalanta,IN_LISTONE,9,22,Real Pisistrius,,,,De Roon Atalanta fbref,https://fbref.com/en/search/search.fcgi?search=De%20Roon%20Atalanta%20fbref,batch-03,124,39,needs-review,,,,
fc-6664,6664,Delprato,D,B/Dd/E,Parma,IN_LISTONE,10,22,FC DueFratelli2005,,,,Delprato Parma fbref,https://fbref.com/en/search/search.fcgi?search=Delprato%20Parma%20fbref,batch-03,102,41,needs-review,,,,
fc-5862,5862,Valeri,D,Ds/E,Parma,IN_LISTONE,11,22,Real Pisistrius,,,,Valeri Parma fbref,https://fbref.com/en/search/search.fcgi?search=Valeri%20Parma%20fbref,batch-03,109,41,needs-review,,,,
fc-5526,5526,Scalvini,D,Dc,Atalanta,IN_LISTONE,15,22,Olympic Salerno  FC,,,,Scalvini Atalanta fbref,https://fbref.com/en/search/search.fcgi?search=Scalvini%20Atalanta%20fbref,batch-03,117,40,needs-review,,,,
fc-7070,7070,Sucic P.,C,C,Inter,IN_LISTONE,11,21,FC DueFratelli2005,,,,Sucic P Inter fbref,https://fbref.com/en/search/search.fcgi?search=Sucic%20P%20Inter%20fbref,batch-03,139,38,needs-review,,,,
fc-5504,5504,Coulibaly L.,C,M/C,Lecce,IN_LISTONE,13,21,Real Pisistrius,85a44ecc,Lassana Coulibaly,https://fbref.com/en/players/85a44ecc/Lassana-Coulibaly,Coulibaly L Lecce fbref,https://fbref.com/en/search/search.fcgi?search=Coulibaly%20L%20Lecce%20fbref,batch-02,84,43,confirmed,0.98,2026-06-05,V374,"Nome listone Coulibaly L.: associato a Lassana Coulibaly, Lecce. Batch-02 verificato manualmente su FBref."
fc-4751,4751,Tomori,D,Dc,Milan,IN_LISTONE,8,21,Prestige Worldwide,,,,Tomori Milan fbref,https://fbref.com/en/search/search.fcgi?search=Tomori%20Milan%20fbref,batch-04,153,37,needs-review,,,,
fc-6164,6164,Vitinha O.,A,Pc,Genoa,IN_LISTONE,13,20,real mappine,74d4cec6,Vitinha,https://fbref.com/en/players/74d4cec6/Vitinha,Vitinha O Genoa fbref,https://fbref.com/en/search/search.fcgi?search=Vitinha%20O%20Genoa%20fbref,batch-02,99,42,confirmed,0.98,2026-06-05,V374,"Nome listone Vitinha O.: associato a Vitinha/Vítor Oliveira, Genoa. Batch-02 verificato manualmente su FBref."
fc-2489,2489,Pedro,A,A,Lazio,IN_LISTONE,16,20,Beetlejuice,,,,Pedro Lazio fbref,https://fbref.com/en/search/search.fcgi?search=Pedro%20Lazio%20fbref,batch-03,107,41,needs-review,,,,
fc-5888,5888,Casadei,C,C/T,Torino,IN_LISTONE,13,20,Prestige Worldwide,fb920f3a,Cesare Casadei,https://fbref.com/en/players/fb920f3a/Cesare-Casadei,Casadei Torino fbref,https://fbref.com/en/search/search.fcgi?search=Casadei%20Torino%20fbref,batch-02,90,42,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato a Cesare Casadei, Torino. Batch-02 verificato manualmente su FBref."
fc-4896,4896,Maldini,C,T/A,Lazio,IN_LISTONE,10,20,As Paperopoli,,,,Maldini Lazio fbref,https://fbref.com/en/search/search.fcgi?search=Maldini%20Lazio%20fbref,batch-05,206,32,needs-review,,,,
fc-4287,4287,Lobotka,C,M/C,Napoli,IN_LISTONE,10,20,River Plaid,,,,Lobotka Napoli fbref,https://fbref.com/en/search/search.fcgi?search=Lobotka%20Napoli%20fbref,batch-03,128,39,needs-review,,,,
fc-4220,4220,Zambo Anguissa,C,M/C,Napoli,IN_LISTONE,15,20,Beetlejuice,,,,Zambo Anguissa Napoli fbref,https://fbref.com/en/search/search.fcgi?search=Zambo%20Anguissa%20Napoli%20fbref,batch-04,154,37,needs-review,,,,
fc-4360,4360,Caprile,P,Por,Cagliari,IN_LISTONE,12,20,Prestige Worldwide,97d7afbd,Elia Caprile,https://fbref.com/en/players/97d7afbd/Elia-Caprile,Caprile Cagliari fbref,https://fbref.com/en/search/search.fcgi?search=Caprile%20Cagliari%20fbref,batch-02,78,44,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato a Elia Caprile, Cagliari. Batch-02 verificato manualmente su FBref."
fc-572,572,Meret,P,Por,Napoli,IN_LISTONE,8,20,Olympic Salerno  FC,,,,Meret Napoli fbref,https://fbref.com/en/search/search.fcgi?search=Meret%20Napoli%20fbref,batch-06,256,27,needs-review,,,,
fc-5422,5422,Zalewski,C,E/W,Atalanta,IN_LISTONE,14,19,Real Pisistrius,45191c29,Nicola Zalewski,https://fbref.com/en/players/45191c29/Nicola-Zalewski,Zalewski Atalanta fbref,https://fbref.com/en/search/search.fcgi?search=Zalewski%20Atalanta%20fbref,batch-02,100,42,confirmed,0.98,2026-06-05,V374,"Nome listone cognome: associato a Nicola Zalewski, Atalanta. Batch-02 verificato manualmente su FBref."
fc-2160,2160,Gosens,D,E,Fiorentina,IN_LISTONE,11,19,Beetlejuice,,,,Gosens Fiorentina fbref,https://fbref.com/en/search/search.fcgi?search=Gosens%20Fiorentina%20fbref,batch-04,163,36,needs-review,,,,
fc-7342,7342,Elphege,A,Pc,Parma,IN_LISTONE,6,18,,,,,Elphege Parma fbref,https://fbref.com/en/search/search.fcgi?search=Elphege%20Parma%20fbref,batch-08,390,12,needs-review,,,,
fc-6380,6380,Solomon,A,W/A,Fiorentina,IN_LISTONE,8,18,Afc Severgas Baronissi,,,,Solomon Fiorentina fbref,https://fbref.com/en/search/search.fcgi?search=Solomon%20Fiorentina%20fbref,batch-06,260,27,needs-review,,,,
fc-6898,6898,Keita M.,C,M/C,Parma,IN_LISTONE,11,18,As Paperopoli,,,,Keita M Parma fbref,https://fbref.com/en/search/search.fcgi?search=Keita%20M%20Parma%20fbref,batch-03,104,41,needs-review,,,,
fc-5036,5036,Caqueret,C,C/T,Como,IN_LISTONE,13,18,River Plaid,,,,Caqueret Como fbref,https://fbref.com/en/search/search.fcgi?search=Caqueret%20Como%20fbref,batch-03,122,39,needs-review,,,,
fc-4686,4686,Fofana Y.,C,M/C,Milan,IN_LISTONE,10,18,Real Pisistrius,,,,Fofana Y Milan fbref,https://fbref.com/en/search/search.fcgi?search=Fofana%20Y%20Milan%20fbref,batch-03,126,39,needs-review,,,,
fc-7155,7155,Muharemovic,D,Dc,Sassuolo,IN_LISTONE,8,18,real mappine,,,,Muharemovic Sassuolo fbref,https://fbref.com/en/search/search.fcgi?search=Muharemovic%20Sassuolo%20fbref,batch-04,165,36,needs-review,,,,
fc-6893,6893,Kempf,D,Dc,Como,IN_LISTONE,16,18,Beetlejuice,815c314f,Marc-Oliver Kempf,https://fbref.com/en/players/815c314f/Marc-Oliver-Kempf,Kempf Como fbref,https://fbref.com/en/search/search.fcgi?search=Kempf%20Como%20fbref,batch-02,86,43,confirmed,0.98,2026-06-05,V374,"Nome listone Kempf: associato a Marc-Oliver Kempf, Como. Batch-02 verificato manualmente su FBref."
fc-5620,5620,Tavares N.,D,Ds/E,Lazio,IN_LISTONE,6,18,Ac Milan,,,,Tavares N Lazio fbref,https://fbref.com/en/search/search.fcgi?search=Tavares%20N%20Lazio%20fbref,batch-05,242,29,needs-review,,,,
fc-554,554,Zappacosta,D,E,Atalanta,IN_LISTONE,12,18,River Plaid,,,,Zappacosta Atalanta fbref,https://fbref.com/en/search/search.fcgi?search=Zappacosta%20Atalanta%20fbref,batch-03,101,42,needs-review,,,,
fc-6190,6190,Pisilli,C,C,Roma,IN_LISTONE,14,17,As Paperopoli,,,,Pisilli Roma fbref,https://fbref.com/en/search/search.fcgi?search=Pisilli%20Roma%20fbref,batch-03,149,37,needs-review,,,,
fc-5735,5735,Volpato,C,W/T,Sassuolo,IN_LISTONE,13,17,FC DueFratelli2005,,,,Volpato Sassuolo fbref,https://fbref.com/en/search/search.fcgi?search=Volpato%20Sassuolo%20fbref,batch-04,173,36,needs-review,,,,
fc-333,333,Cataldi,C,M/C,Lazio,IN_LISTONE,11,17,River Plaid,,,,Cataldi Lazio fbref,https://fbref.com/en/search/search.fcgi?search=Cataldi%20Lazio%20fbref,batch-03,141,37,needs-review,,,,
fc-6986,6986,Rensch,D,B/Dd/E,Roma,IN_LISTONE,13,17,Afc Severgas Baronissi,,,,Rensch Roma fbref,https://fbref.com/en/search/search.fcgi?search=Rensch%20Roma%20fbref,batch-04,183,35,needs-review,,,,
fc-6867,6867,Valle,D,Ds/E,Como,IN_LISTONE,10,17,Afc Severgas Baronissi,,,,Valle Como fbref,https://fbref.com/en/search/search.fcgi?search=Valle%20Como%20fbref,batch-04,186,35,needs-review,,,,
fc-6550,6550,Garcia U.,D,B/Ds/E,Sassuolo,IN_LISTONE,8,17,,,,,Garcia U Sassuolo fbref,https://fbref.com/en/search/search.fcgi?search=Garcia%20U%20Sassuolo%20fbref,batch-08,366,16,needs-review,,,,
fc-5520,5520,Cambiaso,D,E,Juventus,IN_LISTONE,9,17,Prestige Worldwide,,,,Cambiaso Juventus fbref,https://fbref.com/en/search/search.fcgi?search=Cambiaso%20Juventus%20fbref,batch-03,121,39,needs-review,,,,
fc-7329,7329,Obrador,D,Ds/E,Torino,IN_LISTONE,10,16,,,,,Obrador Torino fbref,https://fbref.com/en/search/search.fcgi?search=Obrador%20Torino%20fbref,batch-07,325,20,needs-review,,,,
fc-5833,5833,Gila,D,Dc,Lazio,IN_LISTONE,8,16,,,,,Gila Lazio fbref,https://fbref.com/en/search/search.fcgi?search=Gila%20Lazio%20fbref,batch-06,265,26,needs-review,,,,
fc-460,460,Romagnoli,D,Dc,Lazio,IN_LISTONE,8,16,Ac Milan,,,,Romagnoli Lazio fbref,https://fbref.com/en/search/search.fcgi?search=Romagnoli%20Lazio%20fbref,batch-04,168,36,needs-review,,,,
fc-7374,7374,Mendy P.,A,Pc,Cagliari,IN_LISTONE,5,15,,,,,Mendy P Cagliari fbref,https://fbref.com/en/search/search.fcgi?search=Mendy%20P%20Cagliari%20fbref,batch-09,407,11,needs-review,,,,
