playerKey,fantacalcioId,playerName,classicRole,mantraRoles,realTeam,fantasyRoster,fbrefId,fbrefName,fbrefUrl,mappingStatus,statsStatus,competition,matches,starts,minutes,goals,assists,xg,npxg,xa,xag,yellowCards,redCards,sourceUrl,sourceUpdatedAt,statsNotes
fc-4137,4137,Diego Carlos,D,Dc,COM,,b4a014b1,Diego Carlos,https://fbref.com/en/players/b4a014b1/Diego-Carlos,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2640,2640,Kolasinac,D,B/Ds/E,ATA,,3935e52e,Sead Kolašinac,https://fbref.com/en/players/3935e52e/Sead-Kolasinac,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2188,2188,Marusic,D,Dd/Ds/E,LAZ,Real Pisistrius,d4535821,Adam Marušić,https://fbref.com/en/players/d4535821/Adam-Marusic,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-393,393,Luperto,D,Dc,CRE,Beetlejuice,997fff07,Sebastiano Luperto,https://fbref.com/en/players/997fff07/Sebastiano-Luperto,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6981,6981,Vaz,A,Pc,ROM,Afc Severgas Baronissi,74fb9321,Robinio Vaz,https://fbref.com/en/players/74fb9321/Robinio-Vaz,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7341,7341,Amorim,C,M/C,GEN,,87c4d798,Amorim,https://fbref.com/en/players/87c4d798/Amorim,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7331,7331,Loyola,C,M/C,PIS,Afc Severgas Baronissi,ff749703,Felipe Loyola,https://fbref.com/en/players/ff749703/Felipe-Loyola,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7208,7208,Miller L.,C,M/C,UDI,,38d7f638,Lennon Miller,https://fbref.com/en/players/38d7f638/Lennon-Miller,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7198,7198,Piotrowski,C,C,UDI,,af686bed,Jakub Piotrowski,https://fbref.com/en/players/af686bed/Jakub-Piotrowski,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7028,7028,Bernede,C,C,VER,,07a821e4,Antoine Bernede,https://fbref.com/en/players/07a821e4/Antoine-Bernede,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6593,6593,Akinsanmiro,C,C/T,PIS,,3ad34015,Ebenezer Akinsanmiro,https://fbref.com/en/players/3ad34015/Ebenezer-Akinsanmiro,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6424,6424,Prati,C,M/C,TOR,,d8363914,Matteo Prati,https://fbref.com/en/players/d8363914/Matteo-Prati,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6271,6271,El Aynaoui,C,M/C,ROM,,17e1261b,Neil El Aynaoui,https://fbref.com/en/players/17e1261b/Neil-El-Aynaoui,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6112,6112,Iling Junior,C,E/W,PIS,,ba492306,Samuel Iling-Junior,https://fbref.com/en/players/ba492306/Samuel-Iling-Junior,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6054,6054,Moro N.,C,M/C,BOL,,ff579c7e,Nikola Moro,https://fbref.com/en/players/ff579c7e/Nikola-Moro,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5685,5685,Koopmeiners,C,C/T,JUV,Olympic Salerno  FC,a26fb8aa,Teun Koopmeiners,https://fbref.com/en/players/a26fb8aa/Teun-Koopmeiners,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5295,5295,Musah,C,C/W,ATA,As Paperopoli,b51b1b9c,Yunus Musah,https://fbref.com/en/players/b51b1b9c/Yunus-Musah,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5119,5119,Samardzic,C,T,ATA,Olympic Salerno  FC,217c93a1,Lazar Samardzic,https://fbref.com/en/players/217c93a1/Lazar-Samardzic,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-1871,1871,Deiola,C,M/C,CAG,,7f267d66,Alessandro Deiola,https://fbref.com/en/players/7f267d66/Alessandro-Deiola,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-795,795,El Shaarawy,C,W,ROM,,d3aaad90,Stephan El Shaarawy,https://fbref.com/en/players/d3aaad90/Stephan-El-Shaarawy,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7274,7274,Zè Pedro,D,Dc,CAG,,2063e21d,Zé Pedro Figueiredo,https://fbref.com/en/players/2063e21d/Ze-Pedro-Figueiredo,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7139,7139,Canestrelli,D,Dc,PIS,real mappine,d8c54a50,Simone Canestrelli,https://fbref.com/en/players/d8c54a50/Simone-Canestrelli,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7018,7018,Nelsson,D,Dc,VER,,e53b5534,Victor Nelsson,https://fbref.com/en/players/e53b5534/Victor-Nelsson,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6631,6631,Ghilardi,D,Dc,ROM,Prestige Worldwide,9cedad4b,Daniele Ghilardi,https://fbref.com/en/players/9cedad4b/Daniele-Ghilardi,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6495,6495,Comuzzo,D,Dc,FIO,Afc Severgas Baronissi,5e3ecc35,Pietro Comuzzo,https://fbref.com/en/players/5e3ecc35/Pietro-Comuzzo,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5812,5812,Terracciano F.,D,Dd/Ds/E,CRE,real mappine,5cbb5ad6,Filippo Terracciano,https://fbref.com/en/players/5cbb5ad6/Filippo-Terracciano,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5532,5532,Bradaric,D,Ds/E,VER,,8bbe2df5,Domagoj Bradarić,https://fbref.com/en/players/8bbe2df5/Domagoj-Bradaric,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4887,4887,Bellanova,D,E,ATA,River Plaid,e3756e72,Raoul Bellanova,https://fbref.com/en/players/e3756e72/Raoul-Bellanova,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4385,4385,Lazaro,D,Dd/E,TOR,FC DueFratelli2005,016ff750,Valentino Lazaro,https://fbref.com/en/players/016ff750/Valentino-Lazaro,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2593,2593,Martin,D,Ds/E,GEN,Real Pisistrius,2f3e911a,Aarón Martín,https://fbref.com/en/players/2f3e911a/Aaron-Martin,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-761,761,Audero,P,Por,CRE,Olympic Salerno  FC,649b01d8,Emil Audero,https://fbref.com/en/players/649b01d8/Emil-Audero,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7001,7001,N'Dri,A,W/A,LEC,Prestige Worldwide,17329380,Konan N'dri,https://fbref.com/en/players/17329380/Konan-Ndri,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4436,4436,Cambiaghi,A,A,BOL,Prestige Worldwide,91ff775f,Nicolò Cambiaghi,https://fbref.com/en/players/91ff775f/Nicolo-Cambiaghi,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2531,2531,Lukaku,A,Pc,NAP,River Plaid,5eae500a,Romelu Lukaku,https://fbref.com/en/players/5eae500a/Romelu-Lukaku,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-479,479,Sanabria,A,Pc,CRE,real mappine,0a447501,Antonio Sanabria,https://fbref.com/en/players/0a447501/Antonio-Sanabria,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-441,441,Belotti,A,Pc,CAG,Ac Milan,d705ba44,Andrea Belotti,https://fbref.com/en/players/d705ba44/Andrea-Belotti,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-313,313,Morata,A,Pc,COM,,129af0db,Álvaro Morata,https://fbref.com/en/players/129af0db/Alvaro-Morata,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7203,7203,Jashari,C,C,MIL,Ac Milan,889588db,Ardon Jashari,https://fbref.com/en/players/889588db/Ardon-Jashari,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7145,7145,Piccinini G.,C,E/M,PIS,,92e4465e,Gabriele Piccinini,https://fbref.com/en/players/92e4465e/Gabriele-Piccinini,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6815,6815,Fadera,C,W,SAS,Real Pisistrius,53210e42,Alieu Fadera,https://fbref.com/en/players/53210e42/Alieu-Fadera,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6575,6575,Zaragoza,C,W/A,ROM,FC DueFratelli2005,a96103b2,Bryan Zaragoza,https://fbref.com/en/players/a96103b2/Bryan-Zaragoza,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6458,6458,Serdar,C,C,VER,,b3325a30,Suat Serdar,https://fbref.com/en/players/b3325a30/Suat-Serdar,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6218,6218,Oristanio,C,W/T/A,PAR,FC DueFratelli2005,5cfc74fc,Gaetano Oristanio,https://fbref.com/en/players/5cfc74fc/Gaetano-Oristanio,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6024,6024,Sulemana I.,C,M/C,CAG,As Paperopoli,230c3f3a,Ibrahim Sulemana,https://fbref.com/en/players/230c3f3a/Ibrahim-Sulemana,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6020,6020,Ellertsson,C,C/W,GEN,As Paperopoli,c55967eb,Mikael Ellertsson,https://fbref.com/en/players/c55967eb/Mikael-Ellertsson,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6010,6010,Fazzini,C,C/T,FIO,Afc Severgas Baronissi,06b08c45,Jacopo Fazzini,https://fbref.com/en/players/06b08c45/Jacopo-Fazzini,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5688,5688,Harroui,C,W/T,VER,,65fd099c,Abdou Harroui,https://fbref.com/en/players/65fd099c/Abdou-Harroui,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5318,5318,Tramoni M.,C,W/T,PIS,Real Pisistrius,2e0ae188,Mattéo Tramoni,https://fbref.com/en/players/2e0ae188/Matteo-Tramoni,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5286,5286,Akpa Akpro,C,M/C,VER,,fdf4b948,Jean-Daniel Akpa-Akpro,https://fbref.com/en/players/fdf4b948/Jean-Daniel-Akpa-Akpro,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2848,2848,Frattesi,C,C/T,INT,Prestige Worldwide,2a7d27c1,Davide Frattesi,https://fbref.com/en/players/2a7d27c1/Davide-Frattesi,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7268,7268,Rodriguez Ju.,D,Ds/Dc,CAG,,8f72c9d2,Juan Rodríguez,https://fbref.com/en/players/8f72c9d2/Juan-Rodriguez,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7253,7253,Bella-Kotchap,D,Dc,VER,,a39d11bc,Armel Bella Kotchap,https://fbref.com/en/players/a39d11bc/Armel-Bella-Kotchap,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6916,6916,Ahanor,D,B/Ds/E,ATA,FC DueFratelli2005,42ff58c3,Honest Ahanor,https://fbref.com/en/players/42ff58c3/Honest-Ahanor,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6632,6632,Gaspar K.,D,Dc,LEC,,34e4dc3b,Kialonda,https://fbref.com/en/players/34e4dc3b/Kialonda,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6202,6202,Beukema,D,Dc,NAP,Beetlejuice,de13cee5,Sam Beukema,https://fbref.com/en/players/de13cee5/Sam-Beukema,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6047,6047,Ehizibue,D,Dd/E,UDI,,76b2817e,Kingsley Ehizibue,https://fbref.com/en/players/76b2817e/Kingsley-Ehizibue,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6046,6046,Hien,D,Dc,ATA,Olympic Salerno  FC,12806697,Isak Hien,https://fbref.com/en/players/12806697/Isak-Hien,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6013,6013,Barbieri,D,Dd/Ds/E,CRE,,6f1d7aa8,Tommaso Barbieri,https://fbref.com/en/players/6f1d7aa8/Tommaso-Barbieri,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5851,5851,Doig,D,Ds/E,SAS,Afc Severgas Baronissi,2f69d881,Josh Doig,https://fbref.com/en/players/2f69d881/Josh-Doig,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5739,5739,De Winter,D,Dd/Dc,MIL,As Paperopoli,f4797849,Koni De Winter,https://fbref.com/en/players/f4797849/Koni-De-Winter,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5435,5435,Moreno Alb.,D,Ds/E,COM,Afc Severgas Baronissi,11b9265b,Alberto Moreno,https://fbref.com/en/players/11b9265b/Alberto-Moreno,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5307,5307,Valenti,D,Dc,PAR,,55db5c36,Lautaro Valenti,https://fbref.com/en/players/55db5c36/Lautaro-Valenti,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4378,4378,Ranieri L.,D,Ds/Dc,FIO,River Plaid,8c63fae5,Luca Ranieri,https://fbref.com/en/players/8c63fae5/Luca-Ranieri,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2653,2653,Lykogiannis,D,Ds/E,BOL,,5efc5389,Babis Lykogiannis,https://fbref.com/en/players/5efc5389/Babis-Lykogiannis,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2273,2273,Caracciolo A.,D,Dc,PIS,Beetlejuice,99d8fc35,Antonio Caracciolo,https://fbref.com/en/players/99d8fc35/Antonio-Caracciolo,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-791,791,Sabelli,D,Dd/Ds/E,GEN,,0ccac09c,Stefano Sabelli,https://fbref.com/en/players/0ccac09c/Stefano-Sabelli,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-770,770,Pezzella Giu.,D,Ds/E,CRE,,149c5f5d,Giuseppe Pezzella,https://fbref.com/en/players/149c5f5d/Giuseppe-Pezzella,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-513,513,Acerbi,D,Dc,INT,Prestige Worldwide,b96b595c,Francesco Acerbi,https://fbref.com/en/players/b96b595c/Francesco-Acerbi,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-327,327,Patric,D,Dd/Dc,LAZ,,f7223718,Patric,https://fbref.com/en/players/f7223718/Patric,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-294,294,Rugani,D,Dc,FIO,,14b8fcdf,Daniele Rugani,https://fbref.com/en/players/14b8fcdf/Daniele-Rugani,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-256,256,Juan Jesus,D,Ds/Dc,NAP,,79083382,Juan Jesus,https://fbref.com/en/players/79083382/Juan-Jesus,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7332,7332,Bijlow,P,Por,GEN,River Plaid,53d93280,Justin Bijlow,https://fbref.com/en/players/53d93280/Justin-Bijlow,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-218,218,Perin,P,Por,JUV,As Paperopoli,4c62d0c8,Mattia Perin,https://fbref.com/en/players/4c62d0c8/Mattia-Perin,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7349,7349,Kulenovic,A,Pc,TOR,As Paperopoli,981e1bee,Sandro Kulenović,https://fbref.com/en/players/981e1bee/Sandro-Kulenovic,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7316,7316,Durosinmi,A,Pc,PIS,FC DueFratelli2005,e7173214,Rafiu Durosinmi,https://fbref.com/en/players/e7173214/Rafiu-Durosinmi,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7313,7313,Ratkov,A,Pc,LAZ,Beetlejuice,f446748f,Petar Ratkov,https://fbref.com/en/players/f446748f/Petar-Ratkov,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7128,7128,Kuhn,A,W/A,COM,As Paperopoli,1e70c324,Nicolas-Gerrit Kühn,https://fbref.com/en/players/1e70c324/Nicolas-Gerrit-Kuhn,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7127,7127,Addai,A,W/A,COM,FC DueFratelli2005,662ffe3d,Jayden Addai,https://fbref.com/en/players/662ffe3d/Jayden-Addai,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6836,6836,Meister,A,Pc,PIS,,e1a873eb,Henrik Meister,https://fbref.com/en/players/e1a873eb/Henrik-Meister,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6643,6643,Dallinga,A,Pc,BOL,As Paperopoli,b70afb45,Thijs Dallinga,https://fbref.com/en/players/b70afb45/Thijs-Dallinga,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5672,5672,Dia,A,Pc,LAZ,Afc Severgas Baronissi,244bc2c8,Boulaye Dia,https://fbref.com/en/players/244bc2c8/Boulaye-Dia,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7246,7246,Sala A.,C,C,LEC,,93551864,Álex Sala,https://fbref.com/en/players/93551864/Alex-Sala,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6984,6984,Ondrejka,C,W/A,PAR,Olympic Salerno  FC,752e09ed,Jacob Ondrejka,https://fbref.com/en/players/752e09ed/Jacob-Ondrejka,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6889,6889,Anjorin,C,C/T,TOR,As Paperopoli,b105919e,Faustino Anjorin,https://fbref.com/en/players/b105919e/Faustino-Anjorin,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6206,6206,Fabbian,C,C/T,FIO,As Paperopoli,f97f9188,Giovanni Fabbian,https://fbref.com/en/players/f97f9188/Giovanni-Fabbian,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6170,6170,Gineitis,C,C,TOR,,548bd0de,Gvidas Gineitis,https://fbref.com/en/players/548bd0de/Gvidas-Gineitis,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6015,6015,Berisha M.,C,C/T,LEC,real mappine,9d376bef,Medon Berisha,https://fbref.com/en/players/9d376bef/Medon-Berisha,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5998,5998,Zerbin,C,E/W,CRE,,d19ef4ef,Alessio Zerbin,https://fbref.com/en/players/d19ef4ef/Alessio-Zerbin,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5850,5850,Lovric,C,C,VER,River Plaid,966eea58,Sandi Lovrić,https://fbref.com/en/players/966eea58/Sandi-Lovric,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5610,5610,Vranckx,C,M/C,SAS,,f86cd5df,Aster Vranckx,https://fbref.com/en/players/f86cd5df/Aster-Vranckx,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5540,5540,Niasse,C,M/C,VER,,ff20acfe,Cheikh Niasse,https://fbref.com/en/players/ff20acfe/Cheikh-Niasse,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4890,4890,Tameze,C,M/C,TOR,,8da74c05,Adrien Tameze,https://fbref.com/en/players/8da74c05/Adrien-Tameze,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2839,2839,Sottil,C,W/A,LEC,FC DueFratelli2005,94816803,Riccardo Sottil,https://fbref.com/en/players/94816803/Riccardo-Sottil,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7356,7356,Mlacic,D,Dc,UDI,,170cadab,Branimir Mlacic,https://fbref.com/en/players/170cadab/Branimir-Mlacic,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7260,7260,Ziolkowski,D,Dc,ROM,,986dc2e3,Jan Ziółkowski,https://fbref.com/en/players/986dc2e3/Jan-Ziolkowski,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7211,7211,Athekame,D,Dd/E,MIL,Real Pisistrius,c1356739,Zachary Athekame,https://fbref.com/en/players/c1356739/Zachary-Athekame,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7125,7125,Idrissi R.,D,Ds/E,CAG,As Paperopoli,39003cd3,Riyad Idrissi,https://fbref.com/en/players/39003cd3/Riyad-Idrissi,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7069,7069,Fortini,D,E,FIO,As Paperopoli,ed336580,Niccolò Fortini,https://fbref.com/en/players/ed336580/Niccolo-Fortini,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6977,6977,Otoa,D,Dc,GEN,,a214da59,Sebastian Otoa,https://fbref.com/en/players/a214da59/Sebastian-Otoa,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6039,6039,Cabal,D,B/Ds/E,JUV,real mappine,ef6eef89,Juan David Cabal,https://fbref.com/en/players/ef6eef89/Juan-David-Cabal,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5820,5820,Bertola,D,Dc,UDI,,04b40c58,Nicolò Bertola,https://fbref.com/en/players/04b40c58/Nicolo-Bertola,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5498,5498,Casale,D,Dc,BOL,,3f5f38fb,Nicolò Casale,https://fbref.com/en/players/3f5f38fb/Nicolo-Casale,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4263,4263,Kabasele,D,Dc,UDI,Beetlejuice,914ab9a1,Christian Kabasele,https://fbref.com/en/players/914ab9a1/Christian-Kabasele,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2728,2728,Pellegrini Lu.,D,Ds/E,LAZ,,3b61c9ec,Luca Pellegrini,https://fbref.com/en/players/3b61c9ec/Luca-Pellegrini,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2263,2263,Lazzari,D,Dd/E,LAZ,,02caf6e0,Manuel Lazzari,https://fbref.com/en/players/02caf6e0/Manuel-Lazzari,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-612,612,Bianchetti,D,Dc,CRE,,b3a20f18,Matteo Bianchetti,https://fbref.com/en/players/b3a20f18/Matteo-Bianchetti,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-322,322,De Vrij,D,Dc,INT,Prestige Worldwide,d0d8dd44,Stefan de Vrij,https://fbref.com/en/players/d0d8dd44/Stefan-de-Vrij,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5320,5320,Paleari,P,Por,TOR,Real Pisistrius,94a3606c,Alberto Paleari,https://fbref.com/en/players/94a3606c/Alberto-Paleari,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7249,7249,Buksa,A,Pc,UDI,,3b676989,Adam Buksa,https://fbref.com/en/players/3b676989/Adam-Buksa,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7183,7183,Aboukhlal,A,A,TOR,,c2a6033c,Zakaria Aboukhlal,https://fbref.com/en/players/c2a6033c/Zakaria-Aboukhlal,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7162,7162,Giovane,A,A,NAP,Real Pisistrius,1b567cdc,Giovane,https://fbref.com/en/players/1b567cdc/Giovane,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7161,7161,Bayo V.,A,Pc,UDI,,132f161f,Vakoun Bayo,https://fbref.com/en/players/132f161f/Vakoun-Bayo,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6895,6895,Dominguez B.,A,W/A,BOL,,a83b47fa,Benjamín Domínguez,https://fbref.com/en/players/a83b47fa/Benjamin-Dominguez,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6822,6822,Ekhator,A,A,GEN,real mappine,faf739d2,Jeff Ekhator,https://fbref.com/en/players/faf739d2/Jeff-Ekhator,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6675,6675,Dovbyk,A,Pc,ROM,real mappine,5b847bb0,Artem Dovbyk,https://fbref.com/en/players/5b847bb0/Artem-Dovbyk,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6630,6630,Mosquera,A,Pc,VER,,091b9eb8,Daniel Mosquera,https://fbref.com/en/players/091b9eb8/Daniel-Mosquera,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6519,6519,Camarda,A,Pc,LEC,Olympic Salerno  FC,1956a64b,Francesco Camarda,https://fbref.com/en/players/1956a64b/Francesco-Camarda,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6314,6314,Openda,A,Pc,JUV,Afc Severgas Baronissi,8652a85c,Loïs Openda,https://fbref.com/en/players/8652a85c/Lois-Openda,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6159,6159,Sarr A.,A,A,VER,,d5326924,Amin Sarr,https://fbref.com/en/players/d5326924/Amin-Sarr,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5471,5471,Djuric,A,Pc,CRE,,405f6586,Milan Đurić,https://fbref.com/en/players/405f6586/Milan-Djuric,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7276,7276,Cremaschi,C,C,PAR,,03a446a2,Ben Cremaschi,https://fbref.com/en/players/03a446a2/Ben-Cremaschi,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7254,7254,Lorran,C,T,PIS,,f87b8eed,Lorran,https://fbref.com/en/players/f87b8eed/Lorran,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7157,7157,Iannoni,C,C,SAS,,59f33d97,Edoardo Iannoni,https://fbref.com/en/players/59f33d97/Edoardo-Iannoni,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7149,7149,Marin M.,C,M/C,PIS,,a5106847,Marius Marin,https://fbref.com/en/players/a5106847/Marius-Marin,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7132,7132,Collocolo,C,M/C,CRE,,b7946402,Michele Collocolo,https://fbref.com/en/players/b7946402/Michele-Collocolo,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6481,6481,Payero,C,C,CRE,,bdbff2b5,Martín Payero,https://fbref.com/en/players/bdbff2b5/Martin-Payero,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6246,6246,Lipani,C,M/C,SAS,,1dc5a029,Luca Lipani,https://fbref.com/en/players/1dc5a029/Luca-Lipani,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6005,6005,Ilkhan,C,C/T,TOR,,a47c6309,Emirhan İlkhan,https://fbref.com/en/players/a47c6309/Emirhan-Ilkhan,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5561,5561,Stengs,C,W/T,PIS,,8f7e6783,Calvin Stengs,https://fbref.com/en/players/8f7e6783/Calvin-Stengs,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5290,5290,Estevez,C,M/C,PAR,,cec60a2f,Nahuel Estévez,https://fbref.com/en/players/cec60a2f/Nahuel-Estevez,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5007,5007,Ilic,C,C,TOR,,bb376bed,Ivan Ilić,https://fbref.com/en/players/bb376bed/Ivan-Ilic,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4711,4711,Kostic,C,E/W,JUV,,b1cd37e6,Filip Kostić,https://fbref.com/en/players/b1cd37e6/Filip-Kostic,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4459,4459,Rovella,C,M/C,LAZ,,e58cbfd5,Nicolò Rovella,https://fbref.com/en/players/e58cbfd5/Nicolo-Rovella,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
