"reviewPriority","reviewBatch","playerKey","playerName","classicRole","mantraRoles","realTeam","realTeamOriginal","fantacalcioId","quotationCurrent","fvm","fantasyRoster","fbrefSearchQuery","fbrefSearchUrl","fbrefId","fbrefName","fbrefUrl","matchStatus","confidence","source","sourceVerifiedAt","mappedInRelease","notes"
"173","batch-04","fc-5735","Volpato","C","W/T","SAS","Sassuolo","5735","13","17","FC DueFratelli2005","Volpato Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Volpato%20Sassuolo%20fbref","72f87f25","Cristian Volpato","https://fbref.com/en/players/72f87f25/Cristian-Volpato","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Cristian Volpato, Sassuolo. Batch-04 verificato manualmente su FBref."
"183","batch-04","fc-6986","Rensch","D","B/Dd/E","ROM","Roma","6986","13","17","Afc Severgas Baronissi","Rensch Roma fbref","https://fbref.com/en/search/search.fcgi?search=Rensch%20Roma%20fbref","c5cbbcff","Devyne Rensch","https://fbref.com/en/players/c5cbbcff/Devyne-Rensch","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Devyne Rensch, Roma. Batch-04 verificato manualmente su FBref."
"186","batch-04","fc-6867","Valle","D","Ds/E","COM","Como","6867","10","17","Afc Severgas Baronissi","Valle Como fbref","https://fbref.com/en/search/search.fcgi?search=Valle%20Como%20fbref","97022551","Álex Valle","https://fbref.com/en/players/97022551/Alex-Valle","confirmed","0.98","FBref","2026-06-05","V376","Nome listone Valle: associato ad Álex Valle, Como; accento normalizzato nello slug. Batch-04 verificato manualmente su FBref."
"168","batch-04","fc-460","Romagnoli","D","Dc","LAZ","Lazio","460","8","16","Ac Milan","Romagnoli Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Romagnoli%20Lazio%20fbref","3ead85f9","Alessio Romagnoli","https://fbref.com/en/players/3ead85f9/Alessio-Romagnoli","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato ad Alessio Romagnoli, Lazio. Batch-04 verificato manualmente su FBref."
"158","batch-04","fc-6243","Borrelli","A","Pc","CAG","Cagliari","6243","11","15","Ac Milan","Borrelli Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Borrelli%20Cagliari%20fbref","04c4edc1","Gennaro Borrelli","https://fbref.com/en/players/04c4edc1/Gennaro-Borrelli","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Gennaro Borrelli, Cagliari. Batch-04 verificato manualmente su FBref."
"166","batch-04","fc-5336","Nzola","A","Pc","SAS","Sassuolo","5336","10","15","Beetlejuice","Nzola Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Nzola%20Sassuolo%20fbref","a4948e67","M'Bala Nzola","https://fbref.com/en/players/a4948e67/MBala-Nzola","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a M'Bala Nzola; apostrofo gestito nello slug FBref. Batch-04 verificato manualmente su FBref."
"181","batch-04","fc-4359","Piccoli","A","Pc","FIO","Fiorentina","4359","9","15","Beetlejuice","Piccoli Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Piccoli%20Fiorentina%20fbref","1cadaf34","Roberto Piccoli","https://fbref.com/en/players/1cadaf34/Roberto-Piccoli","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Roberto Piccoli, Fiorentina. Batch-04 verificato manualmente su FBref."
"160","batch-04","fc-5877","Carlos Augusto","D","B/Ds/E","INT","Inter","5877","10","15","Beetlejuice","Carlos Augusto Inter fbref","https://fbref.com/en/search/search.fcgi?search=Carlos%20Augusto%20Inter%20fbref","8d3cd59d","Carlos Augusto","https://fbref.com/en/players/8d3cd59d/Carlos-Augusto","confirmed","0.98","FBref","2026-06-05","V376","Nome listone completo: associato a Carlos Augusto, Inter. Batch-04 verificato manualmente su FBref."
"167","batch-04","fc-2765","Odgaard","C","T/A","BOL","Bologna","2765","13","14","Beetlejuice","Odgaard Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Odgaard%20Bologna%20fbref","75374ee7","Jens Odgaard","https://fbref.com/en/players/75374ee7/Jens-Odgaard","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Jens Odgaard, Bologna. Batch-04 verificato manualmente su FBref."
"189","batch-04","fc-788","Freuler","C","M/C","BOL","Bologna","788","8","14","As Paperopoli","Freuler Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Freuler%20Bologna%20fbref","98d2c2c4","Remo Freuler","https://fbref.com/en/players/98d2c2c4/Remo-Freuler","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Remo Freuler, Bologna. Batch-04 verificato manualmente su FBref."
"197","batch-04","fc-6814","Norton-Cuffy","D","Dd/E","GEN","Genoa","6814","7","14","FC DueFratelli2005","Norton-Cuffy Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Norton-Cuffy%20Genoa%20fbref","54f5b2bd","Brooke Norton-Cuffy","https://fbref.com/en/players/54f5b2bd/Brooke-Norton-Cuffy","confirmed","0.98","FBref","2026-06-05","V376","Nome listone Norton-Cuffy: associato a Brooke Norton-Cuffy, Genoa. Batch-04 verificato manualmente su FBref."
"152","batch-04","fc-5453","Ricci S.","C","M/C","MIL","Milan","5453","11","13","Beetlejuice","Ricci S Milan fbref","https://fbref.com/en/search/search.fcgi?search=Ricci%20S%20Milan%20fbref","9823be92","Samuele Ricci","https://fbref.com/en/players/9823be92/Samuele-Ricci","confirmed","0.98","FBref","2026-06-05","V376","Nome listone Ricci S.: associato a Samuele Ricci, Milan; omonimi esclusi. Batch-04 verificato manualmente su FBref."
"193","batch-04","fc-4479","Elmas","C","W/T","NAP","Napoli","4479","7","13","FC DueFratelli2005","Elmas Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Elmas%20Napoli%20fbref","cf007308","Elif Elmas","https://fbref.com/en/players/cf007308/Elif-Elmas","confirmed","0.98","FBref","2026-06-05","V376","Nome listone Elmas: associato a Elif Elmas, Napoli; grafia FBref Elif. Batch-04 verificato manualmente su FBref."
"161","batch-04","fc-6663","Circati","D","Dc","PAR","Parma","6663","8","13","Prestige Worldwide","Circati Parma fbref","https://fbref.com/en/search/search.fcgi?search=Circati%20Parma%20fbref","1223765c","Alessandro Circati","https://fbref.com/en/players/1223765c/Alessandro-Circati","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato ad Alessandro Circati, Parma. Batch-04 verificato manualmente su FBref."
"156","batch-04","fc-5835","Baschirotto","D","Dc","CRE","Cremonese","5835","9","13","Beetlejuice","Baschirotto Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Baschirotto%20Cremonese%20fbref","5a08ee41","Federico Baschirotto","https://fbref.com/en/players/5a08ee41/Federico-Baschirotto","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Federico Baschirotto, Cremonese. Batch-04 verificato manualmente su FBref."
"159","batch-04","fc-2724","Buongiorno","D","Dc","NAP","Napoli","2724","8","13","Real Pisistrius","Buongiorno Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Buongiorno%20Napoli%20fbref","4ae67f27","Alessandro Buongiorno","https://fbref.com/en/players/4ae67f27/Alessandro-Buongiorno","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato ad Alessandro Buongiorno, Napoli. Batch-04 verificato manualmente su FBref."
"162","batch-04","fc-787","Djimsiti","D","Dc","ATA","Atalanta","787","7","13","As Paperopoli","Djimsiti Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Djimsiti%20Atalanta%20fbref","6eee05f1","Berat Djimsiti","https://fbref.com/en/players/6eee05f1/Berat-Djimsiti","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Berat Djimsiti, Atalanta. Batch-04 verificato manualmente su FBref."
"184","batch-04","fc-7252","Stulic","A","Pc","LEC","Lecce","7252","8","12","real mappine","Stulic Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Stulic%20Lecce%20fbref","557ada13","Nikola Štulić","https://fbref.com/en/players/557ada13/Nikola-Stulic","confirmed","0.98","FBref","2026-06-05","V376","Nome listone Stulic: associato a Nikola Štulić, Lecce; accento normalizzato nello slug. Batch-04 verificato manualmente su FBref."
"155","batch-04","fc-5784","Aebischer","C","C","PIS","Pisa","5784","6","12","Ac Milan","Aebischer Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Aebischer%20Pisa%20fbref","f9c927de","Michel Aebischer","https://fbref.com/en/players/f9c927de/Michel-Aebischer","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Michel Aebischer, Pisa/Bologna. Batch-04 verificato manualmente su FBref."
"185","batch-04","fc-4404","Thorsby","C","C/T","CRE","Cremonese","4404","12","12","Beetlejuice","Thorsby Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Thorsby%20Cremonese%20fbref","d1b49282","Morten Thorsby","https://fbref.com/en/players/d1b49282/Morten-Thorsby","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Morten Thorsby, Cremonese. Batch-04 verificato manualmente su FBref."
"195","batch-04","fc-4199","Loftus-Cheek","C","C/T","MIL","Milan","4199","10","12","Real Pisistrius","Loftus-Cheek Milan fbref","https://fbref.com/en/search/search.fcgi?search=Loftus-Cheek%20Milan%20fbref","e97fd090","Ruben Loftus-Cheek","https://fbref.com/en/players/e97fd090/Ruben-Loftus-Cheek","confirmed","0.98","FBref","2026-06-05","V376","Nome listone completo: associato a Ruben Loftus-Cheek, Milan. Batch-04 verificato manualmente su FBref."
"174","batch-04","fc-7220","Belghali","D","Dd/E","VER","Verona","7220","10","12","Ac Milan","Belghali Verona fbref","https://fbref.com/en/search/search.fcgi?search=Belghali%20Verona%20fbref","0abcb968","Rafik Belghali","https://fbref.com/en/players/0abcb968/Rafik-Belghali","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Rafik Belghali, Verona. Batch-04 verificato manualmente su FBref."
"199","batch-04","fc-7219","Bernasconi","D","E","ATA","Atalanta","7219","9","12","As Paperopoli","Bernasconi Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Bernasconi%20Atalanta%20fbref","c1041eb7","Lorenzo Bernasconi","https://fbref.com/en/players/c1041eb7/Lorenzo-Bernasconi","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Lorenzo Bernasconi, Atalanta. Batch-04 verificato manualmente su FBref."
"179","batch-04","fc-6660","Marcandalli","D","Dc","GEN","Genoa","6660","7","12","Olympic Salerno  FC","Marcandalli Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Marcandalli%20Genoa%20fbref","d3225ad1","Alessandro Marcandalli","https://fbref.com/en/players/d3225ad1/Alessandro-Marcandalli","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato ad Alessandro Marcandalli, Genoa; scelto profilo FBref aggiornato con Genoa/Venezia/Reggiana. Batch-04 verificato manualmente su FBref."
"196","batch-04","fc-6042","Lucumì","D","Dc","BOL","Bologna","6042","7","12","As Paperopoli","Lucumì Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Lucum%C3%AC%20Bologna%20fbref","80490d7f","Jhon Lucumí","https://fbref.com/en/players/80490d7f/Jhon-Lucumi","confirmed","0.98","FBref","2026-06-05","V376","Nome listone Lucumì: associato a Jhon Lucumí, Bologna; accento normalizzato nello slug. Batch-04 verificato manualmente su FBref."
"182","batch-04","fc-5603","Pongracic","D","Dc","FIO","Fiorentina","5603","5","12","Ac Milan","Pongracic Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Pongracic%20Fiorentina%20fbref","2a6cd437","Marin Pongračić","https://fbref.com/en/players/2a6cd437/Marin-Pongracic","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Marin Pongračić, Fiorentina; accento normalizzato nello slug. Batch-04 verificato manualmente su FBref."
"194","batch-04","fc-5427","Gutierrez","D","Ds/E","NAP","Napoli","5427","10","12","Ac Milan","Gutierrez Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Gutierrez%20Napoli%20fbref","7e98cff1","Miguel Gutiérrez","https://fbref.com/en/players/7e98cff1/Miguel-Gutierrez","confirmed","0.98","FBref","2026-06-05","V376","Nome listone Gutierrez: associato a Miguel Gutiérrez, Napoli; omonimo Perù escluso. Batch-04 verificato manualmente su FBref."
"172","batch-04","fc-4994","Vojvoda","D","Dd/E","COM","Como","4994","10","12","River Plaid","Vojvoda Como fbref","https://fbref.com/en/search/search.fcgi?search=Vojvoda%20Como%20fbref","be2706c0","Mërgim Vojvoda","https://fbref.com/en/players/be2706c0/Mergim-Vojvoda","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Mërgim Vojvoda, Como/Torino; accenti normalizzati nello slug. Batch-04 verificato manualmente su FBref."
"191","batch-04","fc-4433","Zortea","D","E","BOL","Bologna","4433","8","12","Afc Severgas Baronissi","Zortea Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Zortea%20Bologna%20fbref","82598b71","Nadir Zortea","https://fbref.com/en/players/82598b71/Nadir-Zortea","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Nadir Zortea, Bologna. Batch-04 verificato manualmente su FBref."
"190","batch-04","fc-4210","Mina","D","Dc","CAG","Cagliari","4210","9","12","FC DueFratelli2005","Mina Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Mina%20Cagliari%20fbref","6d5701f2","Yerry Mina","https://fbref.com/en/players/6d5701f2/Yerry-Mina","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Yerry Mina, Cagliari. Batch-04 verificato manualmente su FBref."
"176","batch-04","fc-7139","Canestrelli","D","Dc","PIS","Pisa","7139","5","11","real mappine","Canestrelli Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Canestrelli%20Pisa%20fbref","d8c54a50","Simone Canestrelli","https://fbref.com/en/players/d8c54a50/Simone-Canestrelli","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Simone Canestrelli, Pisa. Batch-04 verificato manualmente su FBref."
"171","batch-04","fc-5812","Terracciano F.","D","Dd/Ds/E","CRE","Cremonese","5812","7","11","real mappine","Terracciano F Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Terracciano%20F%20Cremonese%20fbref","5cbb5ad6","Filippo Terracciano","https://fbref.com/en/players/5cbb5ad6/Filippo-Terracciano","confirmed","0.98","FBref","2026-06-05","V376","Nome listone Terracciano F.: associato a Filippo Terracciano, Cremonese. Batch-04 verificato manualmente su FBref."
"164","batch-04","fc-2593","Martin","D","Ds/E","GEN","Genoa","2593","10","11","Real Pisistrius","Martin Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Martin%20Genoa%20fbref","2f3e911a","Aarón Martín","https://fbref.com/en/players/2f3e911a/Aaron-Martin","confirmed","0.98","FBref","2026-06-05","V376","Nome listone Martin: associato ad Aarón Martín, Genoa; accento normalizzato nello slug. Batch-04 verificato manualmente su FBref."
"175","batch-04","fc-4436","Cambiaghi","A","A","BOL","Bologna","4436","12","10","Prestige Worldwide","Cambiaghi Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Cambiaghi%20Bologna%20fbref","91ff775f","Nicolò Cambiaghi","https://fbref.com/en/players/91ff775f/Nicolo-Cambiaghi","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Nicolò Cambiaghi, Bologna; accento normalizzato nello slug. Batch-04 verificato manualmente su FBref."
"200","batch-04","fc-6202","Beukema","D","Dc","NAP","Napoli","6202","10","10","Beetlejuice","Beukema Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Beukema%20Napoli%20fbref","de13cee5","Sam Beukema","https://fbref.com/en/players/de13cee5/Sam-Beukema","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Sam Beukema, Napoli/Bologna. Batch-04 verificato manualmente su FBref."
"198","batch-04","fc-4378","Ranieri L.","D","Ds/Dc","FIO","Fiorentina","4378","6","10","River Plaid","Ranieri L Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Ranieri%20L%20Fiorentina%20fbref","8c63fae5","Luca Ranieri","https://fbref.com/en/players/8c63fae5/Luca-Ranieri","confirmed","0.98","FBref","2026-06-05","V376","Nome listone Ranieri L.: associato a Luca Ranieri, Fiorentina; omonimi esclusi. Batch-04 verificato manualmente su FBref."
"177","batch-04","fc-2273","Caracciolo A.","D","Dc","PIS","Pisa","2273","6","10","Beetlejuice","Caracciolo A Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Caracciolo%20A%20Pisa%20fbref","99d8fc35","Antonio Caracciolo","https://fbref.com/en/players/99d8fc35/Antonio-Caracciolo","confirmed","0.98","FBref","2026-06-05","V376","Nome listone Caracciolo A.: associato ad Antonio Caracciolo, Pisa. Batch-04 verificato manualmente su FBref."
"178","batch-04","fc-4263","Kabasele","D","Dc","UDI","Udinese","4263","10","9","Beetlejuice","Kabasele Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Kabasele%20Udinese%20fbref","914ab9a1","Christian Kabasele","https://fbref.com/en/players/914ab9a1/Christian-Kabasele","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Christian Kabasele, Udinese. Batch-04 verificato manualmente su FBref."
"180","batch-04","fc-5320","Paleari","P","Por","TOR","Torino","5320","9","9","Real Pisistrius","Paleari Torino fbref","https://fbref.com/en/search/search.fcgi?search=Paleari%20Torino%20fbref","94a3606c","Alberto Paleari","https://fbref.com/en/players/94a3606c/Alberto-Paleari","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato ad Alberto Paleari, Torino. Batch-04 verificato manualmente su FBref."
"188","batch-04","fc-6822","Ekhator","A","A","GEN","Genoa","6822","10","8","real mappine","Ekhator Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Ekhator%20Genoa%20fbref","faf739d2","Jeff Ekhator","https://fbref.com/en/players/faf739d2/Jeff-Ekhator","confirmed","0.98","FBref","2026-06-05","V376","Nome listone cognome: associato a Jeff Ekhator, Genoa. Batch-04 verificato manualmente su FBref."
