playerKey,playerName,classicRole,mantraRoles,realTeam,fantacalcioId,fbrefName,fbrefUrl,matchStatus,notes
"fc-7255","Britschgi","D","Dd/Ds/E","PAR","7255","","","unmapped",""
"fc-7130","Folino","D","Dc","CRE","7130","","","unmapped",""
"fc-6957","Valentini N.","D","Dc","VER","6957","","","unmapped",""
"fc-6896","Van Der Brempt","D","Dd/E","COM","6896","","","unmapped",""
"fc-6809","Marianucci","D","Dc","TOR","6809","","","unmapped",""
"fc-6230","Dossena","D","Dc","CAG","6230","","","unmapped",""
"fc-6211","Zemura","D","Ds/E","UDI","6211","","","unmapped",""
"fc-5831","Gatti","D","Dc","JUV","5831","","","unmapped",""
"fc-5678","Holm","D","Dd/E","JUV","5678","","","unmapped",""
"fc-5578","Kossounou","D","Dd/Dc","ATA","5578","","","unmapped",""
"fc-5273","Estupinan","D","Ds/E","MIL","5273","","","unmapped",""
"fc-5168","Tsimikas","D","Ds/E","ROM","5168","","","unmapped",""
"fc-5156","Nkounkou","D","Ds/E","TOR","5156","","","unmapped",""
"fc-4665","Maripan","D","Dc","TOR","4665","","","unmapped",""
"fc-4461","Zappa","D","B/Dd/E","CAG","4461","","","unmapped",""
"fc-2525","Darmian","D","B/Dd/E","INT","2525","","","unmapped",""
"fc-2279","Romagna","D","Dc","SAS","2279","","","unmapped",""
"fc-697","Cuadrado","D","E","PIS","697","","","unmapped",""
"fc-487","De Silvestri","D","Dd/E","BOL","487","","","unmapped",""
"fc-388","Albiol","D","Dc","PIS","388","","","unmapped",""
"fc-6641","Suzuki","P","Por","PAR","6641","","","unmapped",""
"fc-7344","Stojilkovic","A","Pc","PIS","7344","","","unmapped",""
"fc-7199","Kilicsoy","A","A","CAG","7199","","","unmapped",""
"fc-6207","Almqvist","A","W/A","PAR","6207","","","unmapped",""
"fc-5918","Sulemana K.","A","A","ATA","5918","","","unmapped",""
"fc-247","Pavoletti","A","Pc","CAG","247","","","unmapped",""
"fc-7147","Hojholt","C","M/C","PIS","7147","","","unmapped",""
"fc-7036","Bakola","C","C/T","SAS","7036","","","unmapped",""
"fc-7010","Al-Musrati","C","M/C","VER","7010","","","unmapped",""
"fc-6917","Masini","C","M/C","GEN","6917","","","unmapped",""
"fc-6640","Felici","C","W","CAG","6640","","","unmapped",""
"fc-6191","Belahyane","C","M/C","LAZ","6191","","","unmapped",""
"fc-5872","Helgason","C","C/T","LEC","5872","","","unmapped",""
"fc-7326","Helland","D","Dd/Dc","BOL","7326","","","unmapped",""
"fc-7182","Ndaba","D","Ds/E","LEC","7182","","","unmapped",""
"fc-7068","Vitik","D","Dc","BOL","7068","","","unmapped",""
"fc-7011","Slotsager","D","Dc","VER","7011","","","unmapped",""
"fc-5994","Ebosse","D","Ds/Dc","TOR","5994","","","unmapped",""
"fc-5481","Mazzocchi","D","Dd/Ds/E","NAP","5481","","","unmapped",""
"fc-4772","Angelino","D","E","ROM","4772","","","unmapped",""
"fc-2006","Lirola","D","B/Dd/E","VER","2006","","","unmapped",""
"fc-1891","Ceccherini","D","Dd/Dc","CRE","1891","","","unmapped",""
"fc-7345","Przyborek","C","W/T","LAZ","7345","","","unmapped",""
"fc-7319","Fofana Sa.","C","M/C","LEC","7319","","","unmapped",""
"fc-7165","Liteta","C","M/C","CAG","7165","","","unmapped",""
"fc-7150","Vural","C","C","PIS","7150","","","unmapped",""
"fc-6212","Zarraga","C","M/C","UDI","6212","","","unmapped",""
"fc-7222","Cham","D","Dd/Ds/E","VER","7222","","","unmapped",""
"fc-2745","Calabresi","D","B/Dd/E","PIS","2745","","","unmapped",""
"fc-418","Goldaniga","D","Dc","COM","418","","","unmapped",""
"fc-4236","Muric","P","Por","SAS","4236","","","unmapped",""
"fc-7213","Frigan","A","Pc","PAR","7213","","","unmapped",""
"fc-6555","Moumbagna","A","Pc","CRE","6555","","","unmapped",""
"fc-5515","Okereke","A","A","CRE","5515","","","unmapped",""
"fc-2012","Milik","A","Pc","JUV","2012","","","unmapped",""
"fc-7357","Lahdo","C","C/T","COM","7357","","","unmapped",""
"fc-5457","Maleh","C","M/C","CRE","5457","","","unmapped",""
"fc-4677","Cornet","C","W","GEN","4677","","","unmapped",""
"fc-7271","Odogu","D","Dc","MIL","7271","","","unmapped",""
"fc-7202","Ndiaye","D","Dc","PAR","7202","","","unmapped",""
"fc-6985","Candè","D","Ds/Dc","SAS","6985","","","unmapped",""
"fc-6870","Faye","D","Dc","CRE","6870","","","unmapped",""
"fc-252","Biraghi","D","Ds/E","TOR","252","","","unmapped",""
"fc-6662","Corvi","P","Por","PAR","6662","","","unmapped",""
"fc-4957","Montipò","P","Por","VER","4957","","","unmapped",""
"fc-4867","Turati","P","Por","SAS","4867","","","unmapped",""
"fc-6827","Njie","A","A","TOR","6827","","","unmapped",""
"fc-6538","Onana J.","C","M/C","GEN","6538","","","unmapped",""
"fc-6219","Boloca","C","M/C","SAS","6219","","","unmapped",""
"fc-5788","Sabiri","C","T","FIO","5788","","","unmapped",""
"fc-7377","Balbo","D","Ds/E","FIO","7377","","","unmapped",""
"fc-7196","Denoon","D","Dc","PIS","7196","","","unmapped",""
"fc-7140","Coppola F.","D","Dc","PIS","7140","","","unmapped",""
"fc-6992","Oyegoke","D","B/Dd/E","VER","6992","","","unmapped",""
"fc-6665","Coulibaly W.","D","Dd/Ds/E","SAS","6665","","","unmapped",""
"fc-6149","Carboni F.","D","Ds/E","PAR","6149","","","unmapped",""
"fc-140","Hysaj","D","Dd/Ds/E","LAZ","140","","","unmapped",""
"fc-7353","Pedro Felipe","D","Dc","SAS","7353","","","unmapped",""
"fc-7156","Pieragnolo","D","Ds/E","SAS","7156","","","unmapped",""
"fc-6883","Jean","D","Dc","LEC","6883","","","unmapped",""
"fc-5899","Gigot","D","Dc","LAZ","5899","","","unmapped",""
"fc-2861","Semper","P","Por","PIS","2861","","","unmapped",""
"fc-2722","Ravaglia F.","P","Por","BOL","2722","","","unmapped",""
"fc-6645","Marchwinski","C","T","LEC","6645","","","unmapped",""
"fc-7164","Perez M.","D","Dd/Dc","LEC","7164","","","unmapped",""
"fc-7172","Pessina Mas.","P","Por","BOL","7172","","","unmapped",""
"fc-7388","Mosconi","A","A","INT","7388","","","unmapped",""
"fc-7381","Mikolajewski","A","Pc","PAR","7381","","","unmapped",""
"fc-7368","Vermesan","A","Pc","VER","7368","","","unmapped",""
"fc-7338","Albarracin","A","A","CAG","7338","","","unmapped",""
"fc-7317","Trepy","A","Pc","CAG","7317","","","unmapped",""
"fc-7309","Isaac","A","Pc","VER","7309","","","unmapped",""
"fc-7277","Arena A.","A","Pc","ROM","7277","","","unmapped",""
"fc-7272","Gueye","A","Pc","UDI","7272","","","unmapped",""
"fc-7262","Balentien","A","A","MIL","7262","","","unmapped",""
"fc-7239","Braschi","A","Pc","FIO","7239","","","unmapped",""
"fc-7158","Moro L.","A","Pc","SAS","7158","","","unmapped",""
"fc-7322","Ngom","C","M/C","LEC","7322","","","unmapped",""
"fc-7248","Gorter","C","M/C","LEC","7248","","","unmapped",""
"fc-6677","Adzic","C","C/T","JUV","6677","","","unmapped",""
"fc-7346","Raterink","D","Dd/E","CAG","7346","","","unmapped",""
"fc-7312","Arizala","D","Ds/E","UDI","7312","","","unmapped",""
"fc-7238","Kouadio","D","Dc","FIO","7238","","","unmapped",""
"fc-7383","Giacomone","P","Por","LAZ","7383","","","unmapped",""
"fc-7382","Pannozzo","P","Por","LAZ","7382","","","unmapped",""
"fc-7363","Siviero","P","Por","TOR","7363","","","unmapped",""
"fc-7301","Tornqvist","P","Por","COM","7301","","","unmapped",""
"fc-7285","Ferrante","P","Por","NAP","7285","","","unmapped",""
"fc-7261","Cavlina","P","Por","COM","7261","","","unmapped",""
"fc-7236","Toniolo","P","Por","VER","7236","","","unmapped",""
"fc-7185","Nunziante","P","Por","UDI","7185","","","unmapped",""
"fc-7179","Israel","P","Por","TOR","7179","","","unmapped",""
"fc-7169","Zelezny","P","Por","ROM","7169","","","unmapped",""
"fc-7042","Calligaris","P","Por","INT","7042","","","unmapped",""
"fc-6991","Siegrist","P","Por","GEN","6991","","","unmapped",""
"fc-6842","Sava","P","Por","UDI","6842","","","unmapped",""
"fc-6813","Torriani","P","Por","MIL","6813","","","unmapped",""
"fc-6650","Sherri","P","Por","CAG","6650","","","unmapped",""
"fc-6523","Samooja","P","Por","LEC","6523","","","unmapped",""
"fc-6505","Nava","P","Por","CRE","6505","","","unmapped",""
"fc-6417","Furlanetto","P","Por","LAZ","6417","","","unmapped",""
"fc-6403","Christensen O.","P","Por","FIO","6403","","","unmapped",""
"fc-5338","Rinaldi","P","Por","PAR","5338","","","unmapped",""
"fc-5116","Martinez Jo.","P","Por","INT","5116","","","unmapped",""
"fc-4929","Ciocci","P","Por","CAG","4929","","","unmapped",""
"fc-2845","Contini","P","Por","NAP","2845","","","unmapped",""
"fc-2815","Terracciano","P","Por","MIL","2815","","","unmapped",""
"fc-2809","Vigorito","P","Por","COM","2809","","","unmapped",""
"fc-2401","Fruchtl","P","Por","LEC","2401","","","unmapped",""
"fc-2297","Rossi F.","P","Por","ATA","2297","","","unmapped",""
"fc-2271","Nicolas","P","Por","PIS","2271","","","unmapped",""
"fc-2211","Silvestri","P","Por","CRE","2211","","","unmapped",""
"fc-2127","Satalino","P","Por","SAS","2127","","","unmapped",""
"fc-1930","Pinsoglio","P","Por","JUV","1930","","","unmapped",""
"fc-1926","Di Gennaro","P","Por","INT","1926","","","unmapped",""
"fc-610","Gollini","P","Por","ROM","610","","","unmapped",""
"fc-574","Scuffet","P","Por","PIS","574","","","unmapped",""
"fc-543","Padelli","P","Por","UDI","543","","","unmapped",""
"fc-511","Perilli","P","Por","VER","511","","","unmapped",""
"fc-219","Sommariva","P","Por","GEN","219","","","unmapped",""
"fc-188","Leali","P","Por","GEN","188","","","unmapped",""
"fc-158","Lezzerini","P","Por","FIO","158","","","unmapped",""
"fc-4","Sportiello","P","Por","ATA","4","","","unmapped",""
